#                                                                          running time (s)                 
#                                                                   -------------------------------          
# idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ---  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
  332  438753      1483        1     1430     no   1854.71       -       1.09       0.16       1.82     36.17
  333  439235      1561        1     1430     no   1853.40       -       1.30       0.18       2.09     37.98
  334  439375      1483        1     1430     no   1859.15       -       1.06       0.21       1.85     36.28
  335  439481      1477        6     1427  5'&3'   1279.70       -       1.09       0.50       2.15     38.41
  336  439493      1366       19     1349  5'&3'   1633.38       -       1.13       0.22       1.88     32.40
  337  441620      1485        1     1430     no   1837.11       -       0.87       0.21       1.66     36.29
  338  441768      1504        1     1430     no   1762.68       -       1.30       0.20       2.08     36.84
  339  441769      1451       20     1362  5'&3'   1770.32       -       1.13       0.23       1.92     34.27
  340  443218      1525        1     1430     no   1822.10       -       0.94       0.17       1.71     37.20
  341  443254      1541        1     1430     no   1721.28       -       1.24       0.23       2.07     37.88
  342  443906      1521        1     1430     no   1862.59       -       1.19       0.15       1.92     37.04
  343  445335      1939        8     1430     5'   1785.96       -       1.60       0.20       2.52     47.16
  344  445337      1492        7     1416  5'&3'   1828.49       -       1.02       0.21       1.81     36.21
  345  445932      1512        1     1430     no   1758.47       -       1.35       0.19       2.13     37.33
  346  445971      1507        8     1425  5'&3'   1844.87       -       1.31       0.14       2.04     36.55
  347  445972      1513        8     1425  5'&3'   1839.49       -       1.30       0.16       2.03     36.75
  348  446462      1518        1     1430     no   1873.22       -       1.07       0.15       1.81     36.90
  349  446465      1520        1     1430     no   1845.41       -       1.05       0.16       1.81     36.95
  350  446468      1533        1     1430     no   1827.94       -       1.29       0.18       2.07     37.45
  351  446469      1524        1     1430     no   1864.77       -       1.14       0.14       1.87     37.09
  352  446470      1520        1     1430     no   1818.97       -       0.92       0.15       1.66     37.02
  353  446471      1524        1     1430     no   1860.61       -       0.80       0.17       1.56     37.09
  354  448385      1558        1     1430     no   1828.80       -       0.99       0.22       1.82     38.01
  355  449447      1489        1     1430     no   1801.38       -       1.15       0.25       1.97     36.51
  356  450851      1482        1     1430     no   1861.04       -       0.87       0.18       1.63     36.11
  357  451757      1518        1     1430     no   1853.59       -       1.01       0.20       1.79     37.17
  358  452471      1522        1     1430     no   1745.51       -       0.89       0.24       1.73     37.48
  359  452637      1558        1     1430     no   1726.70       -       1.07       0.22       1.88     38.21
  360  452652      1524        1     1430     no   1889.94       -       0.95       0.15       1.70     37.03
  361  452863      1522        1     1430     no   1850.62       -       0.80       0.18       1.56     37.00
  362  453591      1438        6     1427  5'&3'   1302.61       -       0.86       0.43       1.85     37.19
  363  455436      1526        2     1426  5'&3'   1825.09       -       0.69       0.19       1.47     37.30
  364  456320      1466        6     1427  5'&3'   1281.43       -       0.86       0.46       1.88     38.02
  365  456442      1467        6     1427  5'&3'   1242.84       -       0.85       0.43       1.85     38.18
  366  456481      1500        2     1430     5'   1776.28       -       0.91       0.19       1.69     36.74
  367  457396      1504        8     1425  5'&3'   1856.78       -       0.81       0.19       1.58     36.61
  368  457412      1515        8     1425  5'&3'   1811.18       -       0.83       0.20       1.62     36.89
  369  457570      1540        2     1430     5'   1874.37       -       1.08       0.20       1.88     37.51
  370  458233      1554        1     1430     no   1890.86       -       1.08       0.18       1.87     37.76
  371  465515      1524        1     1430     no   1851.95       -       1.04       0.17       1.79     37.05
  372  469008      1542        1     1430     no   1864.19       -       1.15       0.17       1.93     37.72
  373  469371      1543        1     1430     no   1842.27       -       1.05       0.19       1.85     37.53
  374  469378      1512        1     1430     no   1815.51       -       0.94       0.19       1.71     37.02
  375  469381      1406       19     1346  5'&3'   1664.47       -       1.15       0.16       1.85     33.20
  376  469382      1471        6     1427  5'&3'   1202.56       -       1.09       0.58       2.25     38.23
  377  469383      1548        1     1430     no   1859.97       -       1.17       0.19       1.97     37.64
  378  469596      1179      314     1425  5'&3'   1409.08       -       0.73       0.16       1.35     25.66
  379  471852      1532        1     1430     no   1851.50       -       1.23       0.22       2.04     37.32
  380  471853      1529        1     1430     no   1848.34       -       1.04       0.18       1.82     37.20
  381  471854      1507        1     1430     no   1709.72       -       1.15       0.23       1.97     37.24
  382  471855      1513        1     1430     no   1824.13       -       1.10       0.21       1.90     37.01
  383  471856      1546        1     1430     no   1825.90       -       1.44       0.22       2.26     37.62
  384  471857      1524        1     1430     no   1866.23       -       1.38       0.18       2.16     37.11
  385  471874      1541        2     1430     5'   1839.28       -       1.22       0.20       2.02     37.70
  386  472759      1545        1     1430     no   1871.13       -       1.28       0.18       2.07     37.59
  387  477974      1699        1     1430     no   1856.01       -       1.69       0.22       2.56     41.22
  388  478801      1524        1     1430     no   1851.50       -       1.07       0.19       1.86     37.06
  389  479431      1517        1     1430     no   1857.30       -       1.12       0.17       1.88     36.90
  390  479432      1525        1     1430     no   1848.91       -       1.49       0.17       2.25     37.16
  391  479433      1519        1     1430     no   1873.31       -       1.19       0.17       1.95     36.93
  392  479434      1509        1     1430     no   1766.99       -       1.17       0.20       1.96     36.98
  393  479435      1518        1     1430     no   1860.50       -       1.00       0.15       1.74     36.87
  394  479437      1509        1     1430     no   1827.62       -       1.06       0.18       1.83     36.88
  395  481448      1524        1     1430     no   1741.29       -       0.93       0.20       1.72     37.44
  396  481805      1542        1     1430     no   1866.07       -       1.25       0.20       2.05     37.71
  397  483216      1515        8     1425  5'&3'   1674.65       -       1.17       0.27       2.03     37.15
  398  483218      1521        8     1425  5'&3'   1831.71       -       1.15       0.20       1.94     37.00
  399  483219      1538        1     1430     no   1850.47       -       0.84       0.18       1.62     37.50
  400  485913      1466        8     1425  5'&3'   1668.42       -       1.39       0.23       2.19     35.95
  401  485914      1472        6     1428  5'&3'   1205.71       -       1.13       0.51       2.21     38.39
  402  485915      1555        1     1430     no   1863.06       -       1.22       0.21       2.04     37.90
  403  485918      1526        1     1430     no   1716.98       -       1.01       0.25       1.86     37.57
  404  488538      1489        1     1430     no   1845.42       -       1.20       0.20       1.98     36.41
  405  489825      1369       74     1395  5'&3'   1639.00       -       1.00       0.19       1.73     32.37
  406  490899      1495        6     1427  5'&3'   1343.54       -       0.94       0.44       1.97     38.61
  407  491915      1557        1     1430     no   1903.62       -       1.32       0.21       2.13     37.87
  408  497964      1467       66     1430     5'   1633.59       -       1.26       0.26       2.10     35.35
  409  498211      1534        1     1430     no   1871.99       -       0.83       0.22       1.65     37.44
  410  498217      1544        1     1430     no   1862.47       -       0.91       0.24       1.75     37.77
  411  498742      1537        1     1430     no   1743.13       -       1.44       0.23       2.26     37.82
  412  498761      1528        1     1430     no   1857.10       -       1.30       0.19       2.08     37.24
  413  498848      1510        8     1430     5'   1781.87       -       1.19       0.19       1.98     36.93
  414  499229      1504       12     1421  5'&3'   1806.70       -       0.94       0.18       1.71     36.55
  415  500635      1063      414     1425  5'&3'   1314.97       -       0.75       0.13       1.29     22.31
  416  501479      1342       19     1350  5'&3'   1665.48       -       0.94       0.20       1.67     32.02
  417  502025      1556        1     1430     no   1846.66       -       1.34       0.20       2.13     38.08
  418  502347      1542        1     1430     no   1869.48       -       0.98       0.20       1.79     37.68
  419  504472      1507        1     1430     no   1676.15       -       0.88       0.26       1.73     37.21
  420  504728      1489        1     1430     no   1762.49       -       0.79       0.21       1.58     36.49
  421  504832      1489        1     1430     no   1842.38       -       0.91       0.17       1.65     36.35
  422  506534      1367       71     1356  5'&3'   1644.24       -       1.14       0.18       1.86     31.86
  423  509191      1499        8     1425  5'&3'   1857.35       -       0.76       0.21       1.55     36.45
  424  511062      1544        1     1430     no   1863.16       -       0.91       0.22       1.74     37.72
  425  511145      1542        1     1430     no   1859.52       -       0.99       0.25       1.84     37.71
  426  511995      1521        1     1430     no   1650.01       -       0.82       0.26       1.67     37.62
  427  513049      1482        8     1430     5'   1830.14       -       1.14       0.28       1.99     36.17
  428  515618      1560        2     1430     5'   1793.34       -       1.29       0.23       2.13     38.27
  429  515620      1532        1     1430     no   1820.54       -       0.80       0.24       1.64     37.39
  430  515622      1545        2     1430     5'   1793.52       -       0.86       0.19       1.65     37.77
  431  515635      1548        1     1430     no   1836.94       -       1.11       0.20       1.91     37.93
  432  517418      1492        1     1430     no   1744.10       -       1.08       0.23       1.89     36.60
  433  518766      1540        1     1430     no   1867.79       -       0.93       0.23       1.76     37.58
  434  519441      1518        1     1430     no   1742.95       -       1.07       0.18       1.85     37.32
  435  519442      1471        6     1427  5'&3'   1212.89       -       1.01       0.38       1.96     38.01
  436  521003      1054        8     1013  5'&3'   1261.04       -       0.71       0.13       1.26     22.26
  437  521011      1466        6     1427  5'&3'   1237.54       -       1.56       0.37       2.50     37.96
  438  521045      1546        1     1430     no   1758.01       -       0.91       0.22       1.72     37.86
  439  521096      1519        1     1430     no   1858.69       -       0.94       0.20       1.74     36.91
  440  521098      1538        1     1430     no   1848.73       -       0.92       0.22       1.74     37.54
  441  521460      1545        1     1430     no   1891.76       -       0.97       0.17       1.74     37.76
  442  521674      1536        2     1430     5'   1631.77       -       1.01       0.28       1.88     37.97
  443  522306      1538        1     1430     no   1833.93       -       0.93       0.22       1.75     37.50
  444  522373      1545        1     1430     no   1850.64       -       0.79       0.24       1.64     37.70
  445  522772      1552        1     1430     no   1798.65       -       1.17       0.20       1.98     37.76
  446  523791      1539        1     1430     no   1857.58       -       1.32       0.22       2.14     37.57
  447  523794      1512        1     1430     no   1763.02       -       1.15       0.19       1.93     37.07
  448  523846      1480        6     1427  5'&3'   1343.38       -       1.28       0.46       2.32     38.33
  449  523850      1486        6     1427  5'&3'   1332.98       -       1.03       0.51       2.12     38.42
  450  525257      1505        8     1425  5'&3'   1711.50       -       1.11       0.27       1.97     37.06
  451  525897      1550        1     1430     no   1861.58       -       1.04       0.20       1.85     37.70
  452  525898      1509        1     1430     no   1829.75       -       1.16       0.26       2.00     36.80
  453  525903      1524        2     1430     5'   1766.54       -       1.16       0.26       2.02     37.53
  454  525904      1505        1     1430     no   1784.21       -       1.14       0.22       1.95     36.93
  455  525909      1510        1     1430     no   1854.94       -       1.17       0.23       1.99     36.79
  456  526218      1514        1     1430     no   1734.26       -       1.12       0.24       1.96     37.20
  457  526225      1523        1     1430     no   1868.23       -       1.18       0.21       1.98     37.02
  458  529507      1542        2     1430     5'   1855.54       -       0.93       0.23       1.77     37.73
  459  530564      1522        1     1430     no   1685.55       -       1.04       0.26       1.89     37.51
  460  533240      1444       45     1430     5'   1728.04       -       1.05       0.19       1.82     34.83
  461  533247      1481       45     1430     5'   1712.20       -       1.01       0.20       1.79     35.68
  462  536227      1321      172     1430     5'   1644.69       -       1.13       0.15       1.79     30.32
  463  536233      1507        7     1429  5'&3'   1871.28       -       0.94       0.20       1.73     36.71
  464  537007      1451        2     1374  5'&3'   1583.99       -       1.39       0.21       2.16     35.03
  465  537021      1506        1     1430     no   1810.00       -       1.00       0.22       1.81     36.80
  466  543526      1474        6     1427  5'&3'   1219.53       -       1.25       0.53       2.35     38.40
  467  545696      1259      235     1425  5'&3'   1554.28       -       0.87       0.11       1.46     28.12
  468  546269      1535        1     1430     no   1791.30       -       0.86       0.25       1.71     37.78
  469  546274      1530        8     1425  5'&3'   1822.38       -       0.68       0.19       1.47     37.19
  470  547558      1474        6     1427  5'&3'   1178.42       -       1.14       0.54       2.25     38.37
  471  547559      1471        6     1427  5'&3'   1214.34       -       0.85       0.41       1.83     38.22
  472  548477      1513        8     1425  5'&3'   1754.79       -       0.81       0.20       1.60     36.85
  473  550540      1554        1     1430     no   1851.75       -       0.87       0.22       1.69     38.00
  474  551115      1490        1     1430     no   1800.41       -       0.82       0.22       1.63     36.43
  475  552811      1499        1     1430     no   1744.18       -       1.13       0.20       1.92     36.85
  476  553190      1527        1     1430     no   1792.09       -       0.96       0.21       1.77     37.25
  477  553217      1488       13     1398  5'&3'   1764.69       -       1.14       0.17       1.89     35.77
  478  555079      1520        2     1430     5'   1849.42       -       0.89       0.21       1.69     37.08
  479  555088      1441       42     1385  5'&3'   1734.68       -       1.21       0.18       1.96     34.18
  480  555217      1489        1     1430     no   1817.29       -       1.06       0.19       1.83     36.48
  481  555778      1537        1     1430     no   1873.51       -       1.45       0.18       2.23     37.44
  482  555779      1554        8     1430     5'   1873.06       -       1.27       0.18       2.05     37.67
  483  556261      1521        8     1425  5'&3'   1852.62       -       1.04       0.19       1.82     36.92
  484  556263      1313      199     1430     5'   1541.10       -       0.88       0.19       1.59     29.89
  485  556269      1519        8     1425  5'&3'   1817.27       -       0.98       0.27       1.84     36.99
  486  557598      1536        2     1430     5'   1817.80       -       1.05       0.22       1.87     37.47
  487  562970      1540        1     1430     no   1840.36       -       1.04       0.20       1.85     37.52
  488  562983      1546        8     1425  5'&3'   1855.89       -       1.37       0.18       2.16     37.57
  489  563192      1539        8     1425  5'&3'   1844.14       -       1.04       0.22       1.87     37.27
  490  565034      1515        1     1430     no   1707.38       -       0.81       0.23       1.63     37.18
  491  568816      1557        1     1430     no   1836.81       -       0.97       0.27       1.84     37.89
  492  572265      1549        1     1430     no   1819.76       -       1.00       0.27       1.88     37.95
  493  572477      1528        1     1430     no   1874.35       -       1.31       0.21       2.12     37.23
  494  572478      1511        6     1427  5'&3'   1340.38       -       1.49       0.54       2.63     38.94
  495  572479      1551        1     1430     no   1802.29       -       1.11       0.26       1.97     37.97
  496  572544      1522        1     1430     no   1780.37       -       1.17       0.21       1.98     37.26
  497  572546      1509        6     1427  5'&3'   1306.13       -       1.35       0.64       2.59     39.50
  498  572547      1532        1     1430     no   1805.19       -       1.09       0.22       1.91     37.51
  499  573061      1515        1     1430     no   1869.50       -       1.00       0.25       1.85     36.98
  500  573064      1476        6     1427  5'&3'   1376.12       -       0.88       0.41       1.87     38.05
  501  573065      1461        1     1430     no   1819.62       -       1.27       0.24       2.08     35.97
  502  573234      1526        1     1425     3'   1630.38       -       1.18       0.31       2.09     37.71
  503  573370      1549        1     1430     no   1847.17       -       0.94       0.32       1.87     37.75
  504  573413      1542        1     1430     no   1767.97       -       1.33       0.27       2.21     37.78
  505  574087      1537        1     1430     no   1795.83       -       1.27       0.31       2.18     37.64
  506  575540      1524        2     1430     5'   1640.18       -       1.42       0.28       2.29     37.84
  507  577650      1558        1     1430     no   1857.67       -       1.24       0.19       2.04     37.94
  508  579405      1543        1     1430     no   1854.79       -       1.30       0.21       2.12     37.80
  509  580327      1594        1     1430     no   1847.58       -       1.45       0.17       2.24     38.84
  510  580331      1600        1     1430     no   1852.33       -       1.12       0.21       1.95     39.09
  511  580332      1540        1     1430     no   1832.29       -       1.14       0.24       1.98     37.56
  512  580340      1531        1     1430     no   1816.09       -       1.04       0.19       1.83     37.38
  513  582402      1451        1     1430     no   1796.76       -       1.33       0.30       2.20     35.78
  514  582744      1545        1     1430     no   1831.95       -       1.08       0.26       1.94     37.85
  515  583355      1554        1     1430     no   1748.24       -       1.19       0.32       2.12     38.10
  516  583356      1507        6     1427  5'&3'   1343.72       -       1.32       0.47       2.38     38.87
  517  584708      1524        2     1430     5'   1781.60       -       1.10       0.24       1.94     37.39
  518  585530      1511        8     1425  5'&3'   1808.14       -       1.09       0.25       1.93     36.58
  519  585531      1519        1     1430     no   1863.25       -       0.95       0.26       1.81     36.99
  520  589865      1562        1     1430     no   1847.96       -       1.37       0.21       2.19     38.00
  521  589924      1510        6     1427  5'&3'   1307.25       -       1.20       0.54       2.33     39.37
  522  590998      1522        1     1430     no   1856.90       -       1.00       0.27       1.86     37.09
  523  592010      1522        8     1425  5'&3'   1809.36       -       0.93       0.24       1.77     37.11
  524  592015      1521        8     1425  5'&3'   1769.55       -       0.97       0.30       1.87     37.19
  525  592026      1543        8     1425  5'&3'   1863.61       -       1.49       0.17       2.26     37.38
  526  592027      1506        7     1429  5'&3'   1864.48       -       1.50       0.19       2.28     36.72
  527  592028      1524       28     1412  5'&3'   1735.85       -       1.01       0.18       1.79     36.69
  528  592316      1543        1     1430     no   1858.12       -       1.18       0.24       2.03     37.75
  529  595494      1546        1     1430     no   1856.55       -       1.22       0.24       2.07     37.75
  530  595499      1542        1     1430     no   1634.56       -       1.21       0.31       2.13     38.04
  531  595536      1369       19     1349  5'&3'   1706.19       -       1.17       0.15       1.85     32.30
  532  595537      1535        1     1430     no   1819.31       -       0.96       0.25       1.82     37.52
  533  596154      1529        1     1430     no   1808.82       -       1.12       0.26       1.98     37.44
  534  596324      1518        1     1369     3'   1661.78       -       1.13       0.20       1.93     36.38
  535  596327      1480        1     1378     3'   1524.51       -       1.26       0.25       2.09     36.01
  536  596328      1419       19     1350  5'&3'   1631.41       -       1.04       0.16       1.75     33.48
  537  596329      1317       69     1350  5'&3'   1626.25       -       1.12       0.21       1.86     30.68
  538  598659      1506        1     1430     no   1868.32       -       0.91       0.17       1.67     36.67
  539  608534      1498        9     1412  5'&3'   1763.76       -       0.98       0.20       1.77     36.34
  540  608538      1552        1     1430     no   1742.97       -       1.26       0.29       2.16     38.09
  541  621372       967      415     1350  5'&3'   1224.29       -       0.61       0.09       1.07     19.63
  542  622312       402      956     1350  5'&3'    502.12       -       0.09       0.03       0.28      6.31
  543  622637      1367       19     1349  5'&3'   1702.38       -       1.00       0.20       1.73     32.24
  544  626522      1518        8     1425  5'&3'   1620.40       -       1.24       0.28       2.12     37.52
  545  626523      1523        8     1425  5'&3'   1805.23       -       1.06       0.27       1.93     37.13
  546  626939      1610       28     1409  5'&3'   1757.36       -       1.25       0.19       2.07     38.53
  547  627192      1487        1     1430     no   1841.39       -       1.00       0.25       1.83     36.38
  548  632245      1506        7     1429  5'&3'   1862.77       -       1.23       0.22       2.04     36.63
  549  633131      1343       19     1349  5'&3'   1648.98       -       1.14       0.20       1.87     32.02
  550  633147      1515        1     1430     no   1826.68       -       1.22       0.21       2.02     36.95
  551  633148      1496        6     1427  5'&3'   1328.68       -       1.01       0.56       2.16     38.66
  552  634452      1488        1     1430     no   1815.97       -       1.16       0.25       2.00     36.39
  553  634497      1471        6     1427  5'&3'   1220.05       -       1.04       0.65       2.27     38.07
  554  634498      1473        6     1427  5'&3'   1262.53       -       1.09       0.81       2.48     38.57
  555  634500      1535        6     1429  5'&3'   1859.67       -       1.20       0.35       2.14     37.50
  556  634503      1544        1     1430     no   1863.38       -       1.19       0.29       2.09     37.77
  557  635013      1539        1     1430     no   1888.29       -       1.37       0.21       2.19     37.43
  558  637389      1540        1     1430     no   1832.16       -       1.12       0.29       2.02     37.61
  559  637616      1446       37     1372  5'&3'   1718.95       -       1.07       0.20       1.84     34.32
  560  637910      1542        1     1430     no   1866.48       -       1.07       0.25       1.92     37.71
  561  638300      1522        8     1425  5'&3'   1855.14       -       0.86       0.18       1.64     36.81
  562  638301      1538        8     1425  5'&3'   1875.14       -       0.91       0.25       1.77     37.24
  563  638302      1216      192     1348  5'&3'   1497.34       -       0.64       0.14       1.25     26.80
  564  638303      1581        2     1430     5'   1743.70       -       1.04       0.23       1.89     38.74
  565  639282      1561        1     1430     no   1867.46       -       1.05       0.26       1.92     37.90
  566  639283      1485        1     1430     no   1850.05       -       1.17       0.24       1.99     36.27
  567  640081      1540        1     1430     no   1834.81       -       1.01       0.23       1.85     37.52
  568  641146      1530        8     1425  5'&3'   1756.13       -       0.99       0.21       1.80     37.13
  569  641147      1531        8     1425  5'&3'   1803.92       -       1.18       0.21       1.99     37.28
  570  642492      1533        1     1430     no   1777.54       -       1.01       0.25       1.86     37.64
  571  643648      1734        1     1430     no   1884.74       -       1.24       0.20       2.10     42.00
  572  643867      1521        1     1430     no   1760.72       -       0.89       0.29       1.78     37.35
  573  644282      1557        1     1430     no   1851.30       -       1.07       0.22       1.90     38.05
  574  644284      1531        1     1430     no   1803.78       -       0.95       0.27       1.82     37.35
  575  644295      1478        6     1427  5'&3'   1224.73       -       0.85       0.58       2.01     38.73
  576  645512      1492        9     1400  5'&3'   1711.80       -       0.88       0.23       1.69     36.16
  577  645991      1566        1     1430     no   1846.94       -       1.05       0.21       1.88     38.24
  578  647113      1468        6     1427  5'&3'   1317.82       -       0.98       0.52       2.07     37.98
  579  648757      1481        2     1430     5'   1848.02       -       0.97       0.24       1.79     36.16
  580  648996      1589        1     1430     no   1831.09       -       1.16       0.19       1.97     38.74
  581  649349      1501        1     1430     no   1715.89       -       1.19       0.23       2.01     36.97
  582  649638      1509        1     1430     no   1789.21       -       1.09       0.22       1.90     36.85
  583  650150      1539        1     1430     no   1841.20       -       1.40       0.25       2.25     37.59
  584  652103      1489        1     1430     no   1841.15       -       1.53       0.22       2.33     36.37
  585  653733      1520        1     1430     no   1822.09       -       1.42       0.27       2.27     37.16
  586  655815      1526        1     1430     no   1728.35       -       1.36       0.26       2.22     37.57
  587  658187      1509        6     1400  5'&3'   1795.92       -       1.01       0.19       1.79     36.47
  588  660470      1529        1     1430     no   1690.98       -       1.35       0.22       2.17     37.64
  589  663278      1504        1     1430     no   1850.84       -       1.31       0.22       2.12     36.64
  590  663321      1543        1     1430     no   1819.68       -       0.95       0.23       1.78     37.77
  591  666510      1496        6     1427  5'&3'   1315.32       -       1.04       0.53       2.16     38.78
  592  666681      1538        1     1430     no   1816.91       -       1.24       0.20       2.04     37.60
  593  666684      1217      100     1294  5'&3'   1526.83       -       1.06       0.15       1.68     27.47
  594  667014      1574        2     1430     5'   1863.61       -       1.24       0.19       2.05     38.28
  595  667128      1486        2     1376  5'&3'   1698.11       -       1.09       0.16       1.83     35.81
  596  669262      1485        3     1377  5'&3'   1747.56       -       1.21       0.14       1.93     35.67
  597  670487      1531        1     1430     no   1811.64       -       1.20       0.19       1.99     37.34
  598  675635      1520        1     1430     no   1832.75       -       1.09       0.20       1.88     36.99
  599  675817      1474       28     1379  5'&3'   1749.03       -       0.92       0.17       1.67     35.13
  600  679191       986       19      936  5'&3'   1013.73       -       0.47       0.18       1.02     20.20
  601  679192      1393        6     1323  5'&3'   1669.35       -       1.13       0.20       1.87     32.86
  602  679197      1504        8     1425  5'&3'   1843.36       -       0.93       0.17       1.69     36.42
  603  679897      1499        1     1430     no   1848.47       -       0.72       0.16       1.47     36.51
  604  679901      1477        6     1427  5'&3'   1203.27       -       1.05       0.46       2.09     38.48
  605  679926      1467        6     1427  5'&3'   1226.37       -       1.23       0.41       2.22     38.21
  606  685035      1450        5     1400  5'&3'   1770.55       -       1.01       0.17       1.75     35.04
  607  685727      1520        1     1430     no   1866.26       -       0.87       0.19       1.65     36.96
  608  688245      1533        1     1430     no   1821.40       -       1.15       0.22       1.97     37.55
  609  693746      1530        1     1430     no   1823.07       -       0.94       0.20       1.74     37.36
  610  693977      1502        1     1430     no   1767.31       -       1.32       0.20       2.11     36.96
  611  694427      1528        1     1430     no   1709.04       -       1.03       0.20       1.83     37.64
  612  694429      1575        6     1427  5'&3'   1349.61       -       0.93       0.42       1.98     40.57
  613  694569      1540        1     1430     no   1801.21       -       0.89       0.20       1.69     37.69
  614  696127      1502        1     1430     no   1801.48       -       0.86       0.25       1.69     36.78
  615  697281      1540        2     1430     5'   1811.79       -       0.81       0.21       1.62     37.59
  616  697282      1523        8     1425  5'&3'   1859.20       -       0.99       0.22       1.81     37.04
  617  700015      1511        1     1430     no   1780.30       -       0.99       0.27       1.86     36.97
  618  700598      1530        1     1430     no   1703.42       -       0.92       0.23       1.75     37.70
  619  702113      1489        1     1430     no   1832.62       -       0.92       0.21       1.71     36.40
  620  702450       509      863     1350  5'&3'    631.57       -       0.19       0.06       0.43      8.53
  621  706433      1513        8     1425  5'&3'   1802.07       -       1.26       0.24       2.10     36.82
  622  709032      1512        1     1430     no   1816.77       -       0.98       0.24       1.81     36.90
  623  709991      1524        1     1430     no   1655.28       -       1.11       0.31       2.02     37.80
  624  710696      1522        1     1430     no   1858.86       -       1.01       0.22       1.84     37.02
  625  714943      1523        1     1430     no   1712.77       -       1.09       0.26       1.94     37.53
  626  714961      1487       59     1430     5'   1778.05       -       1.36       0.16       2.10     35.50
  627  716544      1553        1     1430     no   1762.45       -       0.91       0.25       1.77     38.05
  628  717231      1553        1     1430     no   1829.34       -       0.79       0.22       1.62     37.83
  629  717773      1540        1     1430     no   1834.71       -       0.85       0.23       1.69     37.64
  630  717785      1482        1     1430     no   1847.19       -       1.29       0.21       2.08     36.19
  631  717962      2876        8      955  5'&3'    919.79       -       1.66       0.25       2.83     58.58
  632  742767      1488        8     1398  5'&3'   1627.44       -       1.15       0.31       1.98     36.22
  633  742821      1523        8     1425  5'&3'   1825.68       -       1.24       0.23       2.00     36.98
  634  743718      1522        1     1430     no   1854.26       -       1.06       0.23       1.81     37.05
  635  743721      1545        1     1430     no   1862.53       -       1.23       0.17       1.93     37.58
  636  743722      1522        1     1430     no   1733.59       -       1.25       0.32       2.10     37.46
  637  744979      1367       19     1349  5'&3'   1694.14       -       1.00       0.21       1.69     32.36
  638  744980      1440        9     1395  5'&3'   1779.74       -       0.98       0.21       1.70     34.66
  639  745277      1543        1     1430     no   1859.10       -       1.08       0.22       1.83     37.77
  640  747365      1520        1     1430     no   1825.94       -       1.27       0.26       2.06     37.15
  641  748727      1510        1     1430     no   1873.43       -       1.18       0.20       1.91     36.79
  642  749222      1517        1     1430     no   1859.85       -       1.21       0.20       1.93     36.95
  643  749927      1517        1     1430     no   1861.51       -       1.20       0.20       1.93     36.95
  644  755731      1522        1     1430     no   1848.92       -       1.19       0.25       1.96     37.23
  645  755732      1525        1     1430     no   1723.37       -       1.23       0.23       1.98     37.53
  646  756067      1488        8     1425  5'&3'   1802.18       -       1.00       0.27       1.79     36.27
  647  757424      1535        1     1430     no   1809.62       -       1.11       0.23       1.88     37.48
  648  759362      1464        1     1430     no   1777.30       -       1.11       0.26       1.87     36.08
  649  760142      1658        1     1430     no   1831.26       -       1.18       0.27       2.03     40.43
  650  760192      1516        1     1430     no   1739.79       -       1.00       0.24       1.76     37.18
  651  760568      1744        1     1430     no   1895.63       -       1.10       0.23       1.92     42.17
  652  761193      1505        1     1430     no   1679.42       -       1.14       0.27       1.93     37.23
  653  762948      1527        1     1430     no   1817.89       -       1.05       0.17       1.75     37.21
  654  762982      1517        8     1425  5'&3'   1652.55       -       1.10       0.26       1.88     37.28
  655  762983      1478        8     1398  5'&3'   1782.86       -       0.96       0.17       1.65     35.68
  656  765420      1418       28     1392  5'&3'   1620.62       -       1.04       0.22       1.75     34.33
  657  765910      1528        1     1430     no   1886.19       -       1.21       0.16       1.89     37.20
  658  765952      1542        1     1430     no   1732.95       -       1.11       0.17       1.82     37.87
  659  768670      1550        1     1430     no   1849.20       -       1.23       0.19       1.95     37.71
  660  768679      1504        6     1427  5'&3'   1343.85       -       1.06       0.40       1.98     38.60
  661  768706      1568        1     1430     no   1886.31       -       1.27       0.22       2.03     38.15
  662  795359      1580        1     1430     no   1860.68       -       1.07       0.16       1.77     38.53
  663  795797      1473        6     1427  5'&3'   1224.79       -       0.97       0.40       1.88     38.25
  664  797209      1473        6     1428  5'&3'   1221.35       -       1.00       0.44       1.94     38.29
  665  797210      1470        6     1427  5'&3'   1216.14       -       0.93       0.40       1.84     38.51
  666  856793      1485        1     1430     no   1806.92       -       1.01       0.23       1.75     36.38
  667  857087      1533        1     1430     no   1862.65       -       1.03       0.19       1.75     37.48
  668  859654      1623        1     1430     no   1805.52       -       0.95       0.23       1.74     39.78
  669  862908      1557        2     1430     5'   1809.33       -       0.89       0.20       1.62     38.00
  670  864564      1528        1     1430     no   1772.75       -       1.09       0.14       1.76     37.21
  671  865938      1521        1     1430     no   1696.40       -       0.79       0.23       1.54     37.49
  672  866774      1467        1     1380     3'   1762.27       -       0.88       0.14       1.53     35.30
  673  866775      1548        1     1430     no   1868.63       -       1.08       0.17       1.78     37.63
  674  866776       389      156      494  5'&3'    403.98       -       0.06       0.04       0.25      6.10
