TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies	STRING_type
1148	Synechocystis sp. PCC6803	Synechocystis sp. PCC 6803	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechocystis	1	1	core
31964	Clavibacter michiganensis sepedonicus	Clavibacter michiganensis subsp. sepedonicus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	1	core
32049	Synechococcus sp. PCC7002	Synechococcus sp. PCC 7002	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1	core
36870	Wigglesworthia glossinidia Gb	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Wigglesworthia	Wigglesworthia glossinidia	1	core
37692	Phytoplasma mali	Candidatus Phytoplasma mali	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	1	1	core
52598	Sulfitobacter sp. EE36	Sulfitobacter sp. EE-36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	1	1	core
56780	Syntrophus aciditrophicus	Syntrophus aciditrophicus SB	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	1	core
58051	Moritella sp. PE36	Moritella sp. PE36	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	1	1	core
59196	Rickettsiella grylli	Rickettsiella grylli	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	1	1	core
59374	Fibrobacter succinogenes	Fibrobacter succinogenes subsp. succinogenes S85	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	Fibrobacter succinogenes subsp. succinogenes	core
62928	Azoarcus sp. BH72	Azoarcus sp. BH72	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	1	1	core
62977	Acinetobacter sp. ADP1	Acinetobacter sp. ADP1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	1	1	core
63737	Nostoc punctiforme	Nostoc punctiforme PCC 73102	Bacteria	Cyanobacteria	1	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	1	core
64091	Halobacterium sp. NRC1	Halobacterium sp. NRC-1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	1	core
65393	Cyanothece sp. PCC7424	Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanothece	1	1	core
71421	Haemophilus influenzae	Haemophilus influenzae Rd KW20	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	1	core
76114	Aromatoleum aromaticum	Aromatoleum aromaticum EbN1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	1	core
78245	Xanthobacter autotrophicus	Xanthobacter autotrophicus Py2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	1	core
85643	Thauera sp. MZ1T	Thauera sp. MZ1T	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	1	1	core
96561	Desulfococcus oleovorans	Desulfococcus oleovorans Hxd3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans	1	core
106370	Frankia sp. CcI3	Frankia sp. CcI3	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	1	1	core
114615	Bradyrhizobium sp. ORS278	Bradyrhizobium sp. ORS 278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	1	1	core
115713	Chlamydophila pneumoniae CWL029	Chlamydophila pneumoniae CWL029	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	1	core
118168	Microcoleus chthonoplastes	Microcoleus chthonoplastes PCC 7420	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Coleofasciculus	Coleofasciculus chthonoplastes	1	core
122586	Neisseria meningitidis	Neisseria meningitidis MC58	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	1	core
123214	Persephonella marina	Persephonella marina EX-H1	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	1	core
134676	Actinoplanes sp. SE50110	Actinoplanes sp. SE50/110	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	1	1	core
138119	Desulfitobacterium hafniense	Desulfitobacterium hafniense Y51	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	1	core
146891	Prochlorococcus marinus  AS9601	Prochlorococcus marinus str. AS9601	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1	core
155864	Escherichia coli O157H7	Escherichia coli O157:H7 str. EDL933	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1	periphery
156889	Magnetococcus marinus	Magnetococcus marinus MC-1	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus	1	core
158189	Sphaerochaeta globus	Sphaerochaeta globus str. Buddy	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	1	core
158878	Staphylococcus aureus Mu50	Staphylococcus aureus subsp. aureus Mu50	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus	core
159087	Dechloromonas aromatica	Dechloromonas aromatica RCB	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas aromatica	1	core
160492	Xylella fastidiosa	Xylella fastidiosa 9a5c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	1	core
161528	Erythrobacter sp. SD21	Erythrobacter sp. SD-21	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	1	1	core
163164	Wolbachia sp. Dm	Wolbachia endosymbiont of Drosophila melanogaster	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	1	1	core
167879	Colwellia psychrerythraea	Colwellia psychrerythraea 34H	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea	1	core
170187	Streptococcus pneumoniae TIGR4	Streptococcus pneumoniae TIGR4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	1	core
177416	Francisella tularensis  tularensis	Francisella tularensis subsp. tularensis SCHU S4	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. tularensis	core
177437	Desulfobacterium autotrophicum	Desulfobacterium autotrophicum HRM2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacterium autotrophicum	1	core
177439	Desulfotalea psychrophila	Desulfotalea psychrophila LSv54	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	Desulfotalea psychrophila	1	core
180281	Cyanobium sp. PCC7001	Cyanobium sp. PCC 7001	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanobium	1	1	core
187272	Alkalilimnicola ehrlichii	Alkalilimnicola ehrlichii MLHE-1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii	1	core
187420	Methanothermobacter thermautotrophicus	Methanothermobacter thermautotrophicus str. Delta H	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	1	core
188626	Dermacoccus sp. Ellin185	Dermacoccus sp. Ellin185	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	1	1	core
189518	Leptospira interrogans Lai	Leptospira interrogans serovar Lai str. 56601	Bacteria	Spirochaetes	Spirochaetia	1	Leptospiraceae	Leptospira	Leptospira interrogans	1	core
190192	Methanopyrus kandleri	Methanopyrus kandleri AV19	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri	1	core
190485	Xanthomonas campestris ATCC33913	Xanthomonas campestris pv. campestris str. ATCC 33913	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	1	core
192222	Campylobacter jejuni NCTC11168	Campylobacter jejuni subsp. jejuni NCTC 11168	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	Campylobacter jejuni subsp. jejuni	core
194439	Chlorobium tepidum	Chlorobium tepidum TLS	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum	1	core
195103	Clostridium perfringens ATCC13124	Clostridium perfringens ATCC 13124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1	periphery
196162	Nocardioides sp. JS614	Nocardioides sp. JS614	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	1	1	core
197221	Thermosynechococcus elongatus	Thermosynechococcus elongatus BP-1	Bacteria	Cyanobacteria	1	Chroococcales	1	Thermosynechococcus	Thermosynechococcus elongatus	1	core
198214	Shigella flexneri	Shigella flexneri 2a str. 301	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella flexneri	1	core
199310	Escherichia coli CFT073	Escherichia coli CFT073	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1	periphery
203122	Saccharophagus degradans	Saccharophagus degradans 2-40	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Saccharophagus	Saccharophagus degradans	1	core
203123	Oenococcus oeni	Oenococcus oeni PSU-1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	1	core
203124	Trichodesmium erythraeum	Trichodesmium erythraeum IMS101	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Trichodesmium	Trichodesmium erythraeum	1	core
203267	Tropheryma whipplei	Tropheryma whipplei str. Twist	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	1	Tropheryma	Tropheryma whipplei	1	core
203275	Tannerella forsythia	Tannerella forsythia ATCC 43037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Tannerella forsythia	1	core
204536	Sulfurihydrogenibium azorense	Sulfurihydrogenibium azorense Az-Fu1	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	1	core
204669	Koribacter versatilis	Candidatus Koribacter versatilis Ellin345	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis	1	core
204773	Herminiimonas arsenicoxydans	Herminiimonas arsenicoxydans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	1	1	core
205914	Haemophilus somnus	Haemophilus somnus 129PT	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni	1	core
207949	Bermanella marisrubri	Bermanella marisrubri	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bermanella	1	1	core
207954	Neptuniibacter caesariensis	Neptuniibacter caesariensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter	1	1	core
212042	Anaplasma phagocytophilum	Anaplasma phagocytophilum HZ	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	1	core
212717	Clostridium tetani	Clostridium tetani E88	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1	core
214092	Yersinia pestis CO92	Yersinia pestis CO92	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	1	core
216432	Croceibacter atlanticus	Croceibacter atlanticus HTCC2559	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter atlanticus	1	core
216596	Rhizobium leguminosarum viciae	Rhizobium leguminosarum bv. viciae 3841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	1	core
216895	Vibrio vulnificus	Vibrio vulnificus CMCP6	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	1	core
218491	Pectobacterium atrosepticum	Pectobacterium atrosepticum SCRI1043	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	1	core
219305	Micromonospora sp. ATCC39149	Micromonospora sp. ATCC 39149	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	1	1	core
220341	Salmonella enterica CT18	Salmonella enterica subsp. enterica serovar Typhi str. CT18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica	core
221109	Oceanobacillus iheyensis	Oceanobacillus iheyensis HTE831	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	1	core
221988	Mannheimia succiniciproducens	Mannheimia succiniciproducens MBEL55E	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	Mannheimia succiniciproducens	1	core
224324	Aquifex aeolicus	Aquifex aeolicus VF5	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus	1	core
224914	Brucella melitensis	Brucella melitensis bv. 1 str. 16M	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	1	core
226185	Enterococcus faecalis	Enterococcus faecalis V583	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1	core
227377	Coxiella burnetii	Coxiella burnetii RSA 493	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii	1	core
227941	Chlamydophila caviae	Chlamydophila caviae GPIC	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	Chlamydophila caviae	1	core
228399	Actinobacillus pleuropneumoniae 1	Actinobacillus pleuropneumoniae serovar 1 str. 4074	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	1	core
228405	Hyphomonas neptunium	Hyphomonas neptunium ATCC 15444	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium	1	core
228908	Nanoarchaeum equitans	Nanoarchaeum equitans Kin4-M	Archaea	Nanoarchaeota	1	1	1	Nanoarchaeum	Nanoarchaeum equitans	1	core
232721	Acidovorax sp. JS42	Acidovorax sp. JS42	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	1	1	core
234267	Solibacter usitatus	Candidatus Solibacter usitatus Ellin6076	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	1	core
234826	Anaplasma marginale StMaries	Anaplasma marginale str. St. Maries	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	1	core
234831	Pseudoalteromonas sp. SM9913	Pseudoalteromonas sp. SM9913	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	1	1	core
235909	Geobacillus kaustophilus	Geobacillus kaustophilus HTA426	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus kaustophilus	1	core
236097	Alcanivorax sp. DG881	Alcanivorax sp. DG881	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	1	1	core
240015	Acidobacterium capsulatum	Acidobacterium capsulatum ATCC 51196	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum	1	core
240016	Verrucomicrobium spinosum	Verrucomicrobium spinosum DSM 4136	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum	1	core
240292	Anabaena variabilis	Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	1	Nostocales	Nostocaceae	Anabaena	Anabaena variabilis	1	core
242619	Porphyromonas gingivalis W83	Porphyromonas gingivalis W83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	1	core
243090	Rhodopirellula baltica	Rhodopirellula baltica SH 1	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula baltica	1	core
243161	Chlamydia muridarum	Chlamydia muridarum Nigg	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	1	core
243164	Dehalococcoides ethenogenes	Dehalococcoides ethenogenes 195	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	1	core
243233	Methylococcus capsulatus	Methylococcus capsulatus str. Bath	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus	1	core
243265	Photorhabdus luminescens	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	Photorhabdus luminescens	Photorhabdus luminescens subsp. laumondii	core
243277	Vibrio cholerae O1	Vibrio cholerae O1 biovar El Tor str. N16961	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	1	core
243365	Chromobacterium violaceum	Chromobacterium violaceum ATCC 12472	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	1	core
246194	Carboxydothermus hydrogenoformans	Carboxydothermus hydrogenoformans Z-2901	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans	1	core
246195	Dichelobacter nodosus	Dichelobacter nodosus VCS1703A	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus	1	core
251221	Gloeobacter violaceus	Gloeobacter violaceus PCC 7421	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	1	Gloeobacter	Gloeobacter violaceus	1	core
252305	Oceanicola batsensis	Oceanicola batsensis HTCC2597	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	Oceanicola batsensis	1	core
257310	Bordetella bronchiseptica	Bordetella bronchiseptica RB50	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	1	core
259564	Methanococcoides burtonii	Methanococcoides burtonii DSM 6242	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides burtonii	1	core
261317	Buchnera aphidicola Ct	Buchnera aphidicola (Cinara tujafilina)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola	1	core
262724	Thermus thermophilus HB27	Thermus thermophilus HB27	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	1	core
263358	Verrucosispora maris	Verrucosispora maris AB-18-032	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora	Verrucosispora maris	1	core
263820	Picrophilus torridus	Picrophilus torridus DSM 9790	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus torridus	1	core
264201	Protochlamydia amoebophila	Candidatus Protochlamydia amoebophila UWE25	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila	1	core
264462	Bdellovibrio bacteriovorus	Bdellovibrio bacteriovorus HD100	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	core
264732	Moorella thermoacetica	Moorella thermoacetica ATCC 39073	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	1	core
265072	Methylobacillus flagellatus	Methylobacillus flagellatus KT	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	1	core
265311	Mesoplasma florum	Mesoplasma florum L1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	Mesoplasma florum	1	core
266117	Rubrobacter xylanophilus	Rubrobacter xylanophilus DSM 9941	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	1	core
266779	Chelativorans sp. BNC1	Chelativorans sp. BNC1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans	1	1	core
266835	Mesorhizobium loti	Mesorhizobium loti MAFF303099	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti	1	core
266940	Kineococcus radiotolerans	Kineococcus radiotolerans SRS30216	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans	1	core
267747	Propionibacterium acnes KPA171202	Propionibacterium acnes KPA171202	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes	1	core
269484	Ehrlichia canis	Ehrlichia canis str. Jake	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis	1	core
269796	Rhodospirillum rubrum	Rhodospirillum rubrum ATCC 11170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	1	core
269797	Methanosarcina barkeri	Methanosarcina barkeri str. Fusaro	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri	1	core
269798	Cytophaga hutchinsonii	Cytophaga hutchinsonii ATCC 33406	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii	1	core
269799	Geobacter metallireducens	Geobacter metallireducens GS-15	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	1	core
269800	Thermobifida fusca	Thermobifida fusca YX	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	1	core
272557	Aeropyrum pernix	Aeropyrum pernix K1	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum pernix	1	core
272562	Clostridium acetobutylicum	Clostridium acetobutylicum ATCC 824	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	1	periphery
272951	Rickettsia sibirica	Rickettsia sibirica 246	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia sibirica	1	core
273068	Thermoanaerobacter tengcongensis	Thermoanaerobacter tengcongensis MB4	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	Caldanaerobacter subterraneus subsp. tengcongensis	core
273116	Thermoplasma volcanium	Thermoplasma volcanium GSS1	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium	1	core
273119	Ureaplasma parvum	Ureaplasma parvum serovar 3 str. ATCC 700970	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma parvum	1	core
273121	Wolinella succinogenes	Wolinella succinogenes DSM 1740	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes	1	core
278197	Pediococcus pentosaceus	Pediococcus pentosaceus ATCC 25745	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	1	core
279714	Pseudogulbenkiania ferrooxidans	Pseudogulbenkiania ferrooxidans 2002	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania ferrooxidans	1	core
281090	Leifsonia xyli	Leifsonia xyli subsp. xyli str. CTCB07	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli	Leifsonia xyli subsp. xyli	core
281689	Desulfuromonas acetoxidans	Desulfuromonas acetoxidans DSM 684	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetoxidans	1	core
283942	Idiomarina loihiensis	Idiomarina loihiensis L2TR	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	1	core
287752	Aurantimonas manganoxydans	Aurantimonas manganoxydans SI85-9A1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Aurantimonas manganoxydans	1	core
288705	Renibacterium salmoninarum	Renibacterium salmoninarum ATCC 33209	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Renibacterium	Renibacterium salmoninarum	1	core
